"Path","Domain","MatchingLines","LineNumbers","Symbols","SHA256"
"schema/story.schema.json","Schema","1","","","700171E34550C48CA61D66DD60E70D044642011F11249E971AC9FF0492966BA9"
"scripts/verify-phase3.ps1","Documentation/tool","2","19,148","interact_actor","48F19C6648B7E9A3454932E05A57C70D559AFCCD3106959B8FC84CB004BDCC3C"
"scripts/verify-phase4.ps1","Documentation/tool","3","86,87,128","","32A82583ED9457AA6875031B002E46695FE20BA95D279304198E9B6ABEBADE9D"
"src/main/java/darkgrey/rpg/command/CommandDarkGreyRpg.java","Runtime","1","","","9E0B5928E0D4B9A8C00B8533AA7DAE8DD1C03E0E1D1DF3BC6C633B93CF639D4C"
"src/main/java/darkgrey/rpg/graph/canonical/CanonicalGraphResourceLoader.java","Runtime","1","","","8CBB1E2462E6CC5A1E140CBA41E728F70A98215D854884FC28AE9F06CE6E6BFA"
"src/main/java/darkgrey/rpg/graph/canonical/CanonicalProjectContentLoader.java","Runtime","1","","","F67D8D21A972DE10DD7CBB35105E55755CEDF4AB58334EC9CE92E7E6A209D159"
"src/main/java/darkgrey/rpg/project/ProjectRepository.java","Runtime","1","","","4383EF4B2385A9DE84DE97CA11FA4E1E40C9D1BD2D56A69D78F6400177E0C221"
"src/main/java/darkgrey/rpg/quest/InteractActorObjective.java","Runtime","1","","","D2CC866B9914E19ABFE27E5CA5222359D7C8846C5B5165517DD8308CA543C357"
"src/main/java/darkgrey/rpg/quest/ObjectiveType.java","Runtime","1","","","705DE513E206A9C25E4DC81195E003331B69F82AF8C41CDDE77257420A3187B2"
"src/main/java/darkgrey/rpg/quest/runtime/QuestEventAdapter.java","Runtime","1","","","424272DFB21F2C09746B55EF0819778B33AED1C8F582862DED967F8A9F6D045D"
"src/main/java/darkgrey/rpg/session/persistence/CanonicalSessionSavedData.java","Runtime","1","","","548208C416FFECA3E27A49B85530C35F27EDCC5AC1A2B119DC14922389155E92"
"src/main/java/darkgrey/rpg/story/canonical/forge/CanonicalStoryEventAdapter.java","Runtime","1","","","0C28A4C4208966445C16F1932002A70F7F7DEA56A6FEEA0E47A2BC9B3D005FA9"
"src/main/java/darkgrey/rpg/story/canonical/forge/CanonicalStoryForgeManager.java","Runtime","1","","","A92C6C513AB906BAD32CA8BAFCBCED27E963AF65C8E02EDC1B4695D25503D277"
"src/main/java/darkgrey/rpg/story/canonical/instance/CanonicalStoryInstance.java","Runtime","1","","","C013931F568725193A0A684AB19FC9FB2717B98A1EE9C73D613098E658F49C22"
"src/main/java/darkgrey/rpg/story/canonical/instance/CanonicalStoryInstanceNbtCodec.java","Runtime","1","","","8942C41C1B946E324705A701C5CF8C443741152DA7B9770D419EF12A773BF837"
"src/main/java/darkgrey/rpg/story/canonical/instance/CanonicalStoryInstanceSnapshot.java","Runtime","1","","","B091715B6785A2B923360F2041922BD0A3714FAB958E952A961E0F0AB3CAA2C1"
"src/main/java/darkgrey/rpg/story/canonical/instance/CanonicalStoryInstanceStore.java","Runtime","1","","","649E56D52A04D2C865EE70B77845DD7FB9E08CCA3645AB1D277AB916443E588B"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryRegionEntryTracker.java","Runtime","1","","","12A8E6D7CC389ED61F8B4D477608AB8CB43711C36DBD49057FA30C0D246A1229"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryRepeatPolicy.java","Runtime","1","","","53C60D47E323488B332068B6C85AC2A7E93C33E553606596BA397744F16D4A29"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryRuntime.java","Runtime","1","","","F0375C3F45B828D65EF23B663AB29155F97BC05ED9BC60EAB6063E2759B5E23A"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStorySnapshot.java","Runtime","1","","","6486988938039625363744635DDADD7FFF7BDE623425191EA0B45193AFC1B88D"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryStartConfiguration.java","Runtime","1","","","9840FCAE503D819E23BA8BC2FE5A107113418CF5A81799D7B97797839E9C9534"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryTriggerIndex.java","Runtime","1","","","533BBD9723B53B72668D4FCC29FE0937851D61580E7424EBA0ADEBBA81717689"
"src/main/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryWaitKind.java","Runtime","1","","","9C63FA846096D9369166C02AEA31E584573A096B0685EA266AEB70647CC93F53"
"src/main/java/darkgrey/rpg/story/canonical/server/CanonicalStoryDispatch.java","Runtime","1","","","F2522794FF7800ABDC24AB5368872FDFFD5E4CFC70334916DAC10B47F2A2FC20"
"src/main/java/darkgrey/rpg/story/canonical/server/CanonicalStoryDispatchKind.java","Runtime","1","","","08E3416484EF796852E1EF68E53139C8ADCD81EF5DC3BCFA001ECCA9F91FAEA2"
"src/main/java/darkgrey/rpg/story/canonical/server/CanonicalStoryServerService.java","Runtime","1","","","D3DBAEEEBA631710950B12ED223B775EFF58160EEACC3D865E7C776BC0AD5178"
"src/main/java/darkgrey/rpg/story/runtime/BuiltinStoryExecutors.java","Runtime","1","","","7486A6A2B7D28C639143CA30C10B199B23D0205ED3D62381B8590D7C5546D1E4"
"src/main/java/darkgrey/rpg/story/runtime/NodeExecutionResult.java","Runtime","1","","","87FD674A2DE89B60F889F3F559ABD296A52C38A544C2A520CA04E8038397A6BE"
"src/main/java/darkgrey/rpg/story/runtime/StoryDebugExplainer.java","Runtime","1","","","900E4DD9E528B9B9CB09A24A236ECAC6D721C48EE96552738D490A7AA2D513E9"
"src/main/java/darkgrey/rpg/story/runtime/StoryEvent.java","Runtime","1","","","D716D82076B7EE00A2CB932A8936B3DDD31E7B83F77A5E6219402A4E379FF0A0"
"src/main/java/darkgrey/rpg/story/runtime/StoryEventAdapter.java","Runtime","1","","","D8201A7962B45CCC7849FA48B95DC67B62A3B7D38EDA8302292B4CCE0C0C33A0"
"src/main/java/darkgrey/rpg/story/runtime/StoryRuntimeService.java","Runtime","1","","","7209A3AFF411C1A4CD19A30FE7A242DA345181FDA5B9B4D48210E1512623A402"
"src/main/java/darkgrey/rpg/story/StoryLoader.java","Runtime","1","","","595507F4FCD1C40A8AD067EFB59565AC32FD001FF4E69B0C13466C02D88E24EA"
"src/main/java/darkgrey/rpg/story/StoryNodeType.java","Runtime","1","","","3EB8577F145A78436A3D0CF6B4FC95F58F4E7DBA57F32E6E782E3A9F44DCAC39"
"src/main/java/darkgrey/rpg/task/event/CanonicalTaskSubscriptionIndex.java","Runtime","1","","","3A1CB703BB8DB37B4D54A700EE3F014B39EADAB5C9268AEED261679D58252329"
"src/main/java/darkgrey/rpg/task/journal/CanonicalTaskJournalProjector.java","Runtime","1","","","38D50A2FAC70F511555DDBB58D78C7587F7D43C59A2B9E59642C38D92BE34279"
"src/main/java/darkgrey/rpg/task/runtime/CanonicalTaskEvent.java","Runtime","1","","","FA352B63EF482A68C52195AD9A6FBFE86AA4C51A7D5E68B9A7A68C0B4DB241AA"
"src/main/java/darkgrey/rpg/task/runtime/CanonicalTaskRuntime.java","Runtime","1","","","10B7DDE4E390885812A303D5A3B2C1C923DE59933C75CFBFC050DF458C75CB8E"
"src/test/java/darkgrey/rpg/project/packages/B4ExternalPackageReferencesProbe.java","Runtime probe","1","","","7AE99EC3A4AEA742225A99563CB9A9A2B0251DA9975E60701BD53C68B9CA5E04"
"src/test/java/darkgrey/rpg/project/packages/DgrsPackageRuntimeProbe.java","Runtime probe","1","","","85F0A8405AFDB0EE34ED50406CBEBF0A4365B66CE6C079B157D836D8D6F645A7"
"src/test/java/darkgrey/rpg/project/packages/StoryPackageGenerationProbe.java","Runtime probe","1","","","0C1EAED3566797E99BCBC5DF4CC108997AC72B6C5A5D473E63928BDF9FF1B506"
"src/test/java/darkgrey/rpg/project/ProjectRepositoryProbe.java","Runtime probe","1","","","295BF54CFB8E9C10C243C1FC86508B8B7A87B54F152E6CE0C9364E49D07D5A4A"
"src/test/java/darkgrey/rpg/project/Studio21VerticalSliceProbe.java","Runtime probe","1","","","2F499EC38508EBEB78C3216140EC24FCEE0C76E9AF14597DFD61A8B9A47D3CD6"
"src/test/java/darkgrey/rpg/story/canonical/forge/CanonicalStoryForgeCoordinatorProbe.java","Runtime probe","1","","","C4BB69426F58E5A20B908E361FADD644EEAF20B9ED798917DDDC7A5D09E95A14"
"src/test/java/darkgrey/rpg/story/canonical/instance/CanonicalStoryInstanceProbe.java","Runtime probe","1","","","5DF795EA52870240B710B98F2853E2A070014F4891F789DD0752A8ADC70891AC"
"src/test/java/darkgrey/rpg/story/canonical/runtime/CanonicalStoryRuntimeProbe.java","Runtime probe","1","","","D42B317E870D987096005BCBF59C2EA5A9B72C05184A2836BA81BA653710BEB1"
"src/test/java/darkgrey/rpg/story/canonical/server/CanonicalActorArbitrationProbe.java","Runtime probe","1","","","E97481D14B2C735221E60D4F72824C799ABF35FBC0F8BDFD3E5E36DBFEEC7F81"
"src/test/java/darkgrey/rpg/story/canonical/server/CanonicalStoryServerServiceProbe.java","Runtime probe","1","","","0D1FD73B749F9E76C00DD30779DD258DE933C96A0C9E10F4D01A8EADE8E265AA"
"src/test/java/darkgrey/rpg/task/journal/CanonicalTaskJournalProjectionProbe.java","Runtime probe","1","","","DBE9ED420A44BC33413595E1344CF36E6D73DC7D453348C9AF3C0B91AF91DE14"
"src/test/java/darkgrey/rpg/task/persistence/CanonicalTaskEventPersistenceProbe.java","Runtime probe","1","","","5B67245D66EA5B45544EB99714A89314E66A0782C35A8455ACA41B8B65A73431"
"src/test/java/darkgrey/rpg/task/runtime/CanonicalTaskRuntimeProbe.java","Runtime probe","1","","","3330DC432D22357B42FD6E8B2211CD44E3B1566C90E1328CBF94F49672ACDF5A"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Definitions/CanonicalTaskObjectiveSchema.cs","Studio Core","1","","","4E128A2A696EBF6D995FF43094E17970F97786FC29C6BAD9C41100876920E556"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Definitions/GraphNodeAuthoringService.cs","Studio Core","1","","","E288039FBDE4145A3B1F792BC1773FC78D074FA75EAE229308A3C82BCD49FE2A"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Definitions/GraphNodeDefinitionRegistry.cs","Studio Core","1","","","422B95CF99759EA7F1CCA23A4901A3560C74E3DB118F6F37893C82FFC6F9F117"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Definitions/GraphNodeFactory.cs","Studio Core","1","","","82BC7D27BCEAC35181786626A5CE6A4A6C3339DE199A75F3660FDF5250FE2E25"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Definitions/GraphNodeShapeValidator.cs","Studio Core","1","","","1D517A8077EEAE676FF00B0B96E91012B205BA140D4BDE39B9F00B22A13195EE"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Definitions/StoryStartSchema.cs","Studio Core","1","","","75145796E0F8EEF10E0AB6A2E5DBA4FBF50BE06F3E51E34A3096E1CD2C980D7B"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Editing/GraphEditSession.cs","Studio Core","1","","","C20339DE0DE16906EC19166BA8BCE4907A8873C66357FD86744276D425A5E7B1"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Migration/StoryFlowMigrationPreview.cs","Studio Core","1","","","63381622E5A31522752396B2CD4416AD3957A80CF60E4EC549E9D394A293F4CA"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Resources/CanonicalProjectStoryGraphService.cs","Studio Core","1","","","A37BE4C9CF9D8F40648EB1E9B30CDF6A52FFB94EE074EF5C2A5A3E882DBC3A27"
"studio/src/DarkGreyRPG.Studio.Core/Graphs/Resources/CanonicalStoryLifecycleService.cs","Studio Core","1","","","0D0A72DAE379A48C260C6618DB9C6E8851E23196A8C7EF896CF6E5B92E3CD433"
"studio/src/DarkGreyRPG.Studio.Core/Identity/NamespaceProjectValidator.cs","Studio Core","1","","","EF17E86DAFB0EB260248D03086BBC5F7220A5E51F736D87565B5C8F8F4418A5E"
"studio/src/DarkGreyRPG.Studio.Core/Identity/ResourceRenameMap.cs","Studio Core","1","","","4B7396D9FF5D1987F44A8CFA69C734B9D0C4B1FAC472AD9AC41A2B161B52A5FE"
"studio/src/DarkGreyRPG.Studio.Core/Packaging/StoryPackageExporter.cs","Studio Core","1","","","AA079E3A601868C1A7E597D3038243A89F0E7F72D6328F5E943EEEF7DFCF0E3A"
"studio/src/DarkGreyRPG.Studio.Core/Quests/QuestResource.cs","Studio Core","1","","","41A9057CF626119739B73B91583D42485E93C80F85524EDDEED1A3879B2DC149"
"studio/src/DarkGreyRPG.Studio.Core/Quests/QuestValidator.cs","Studio Core","1","","","1E892093FF7B35BA73A89CED53531C18FC1BC399CE7764CD0D7791BD19A9B663"
"studio/src/DarkGreyRPG.Studio.Core/Stories/Definitions/StoryNodeDefinitionRegistry.cs","Studio Core","1","","","5BC2DE5828AACABECCD8058CE59B14DCD3F20736D561BF58FAE3393EDE1BF791"
"studio/src/DarkGreyRPG.Studio.Core/Stories/StoryValidator.cs","Studio Core","1","","","B8E73F08267D03A17F783E136FD910F798163E8DEEBAECD7AA44AE11B227A349"
"studio/src/DarkGreyRPG.Studio.Tests/CanonicalLegacyMigrationPreviewTests.cs","Studio test","1","","","30BC5D7D16EDC4F5742A7AE4F97752AF5A879CFA84E5C27A92DDFC8E3BCFA226"
"studio/src/DarkGreyRPG.Studio.Tests/CanonicalProjectStoryGraphServiceTests.cs","Studio test","1","","","E282AC1B989DC99EBD302C9D1267874623559AF88325F48957A0B3B6FDC5D668"
"studio/src/DarkGreyRPG.Studio.Tests/CanonicalStoryLifecycleServiceTests.cs","Studio test","1","","","EDE31E20E2B937DC30CAA239A6B6338AED50E35A6D541BF3EEC27FB61AE86294"
"studio/src/DarkGreyRPG.Studio.Tests/CanonicalTaskObjectiveAuthoringTests.cs","Studio test","1","","","273EA88EC7BE928350EE4A29C9A28B038CA2520170D825FE18C23E5D6A6AC919"
"studio/src/DarkGreyRPG.Studio.Tests/ExternalReferencePackageExportTests.cs","Studio test","1","","","5D57C3BAE2830A225B53E325875B89196F333DC7F3FBFAE3F18D0F320DFE4117"
"studio/src/DarkGreyRPG.Studio.Tests/GraphNodeDefinitionSchemaTests.cs","Studio test","1","","","82D8EE39AD82AE8FE6059929FC27EF0081E4C77CDDAA949E12B559FC674C3B18"
"studio/src/DarkGreyRPG.Studio.Tests/GraphScopePolicyTests.cs","Studio test","1","","","CA85F92E2730E2A3FE637DB0A85714CA1EBE82C5195C0D1AA37C19B7A75F4354"
"studio/src/DarkGreyRPG.Studio.Tests/M6FlowCoreTests.cs","Studio test","1","","","938E0B07F21C0FF91A87D01F03E9A6321CB33CFFEF605E14524ADC4802B0E4AF"
"studio/src/DarkGreyRPG.Studio.Tests/NamespaceProjectMigrationServiceTests.cs","Studio test","1","","","09AFF4BA0E9B3A81F4A394D7F6570D0BAF2C1E9FD57B2E827540FE051D993B28"
"studio/src/DarkGreyRPG.Studio.Tests/ResourceRenameMapTests.cs","Studio test","1","","","C046F640388F744BA7B9E70EDFA8E409DDD45C972F53035C9F9DA757053A747B"
"studio/src/DarkGreyRPG.Studio.Tests/StoryNodeDefinitionRegistryTests.cs","Studio test","1","","","E016F065B8B690ECA848485CBB40E376CF792775A63A03304D7196AD520058B8"
"studio/src/DarkGreyRPG.Studio.Tests/StoryPackageTests.cs","Studio test","1","","","8E54596C6B06E0098630593FF5DD60B50DCF2741E999767E8F72FBF40E064F61"
"studio/src/DarkGreyRPG.Studio.Tests/StoryStartAuthoringTests.cs","Studio test","1","","","21652C947FACF4B3B35CEB9BEB74E73DEAF2C9A94435766893DAB5A0D4B828E5"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalNodeInspectorViewModelTests.cs","Studio test","1","","","5BDF22A382AAF7FF5EAC9C72442366F8A78FA7CC5ACC9E121919EDB802238EE7"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalStoryDiscoveryShellTests.cs","Studio test","1","","","CEE4206F114CE45116F6C1442988C900A0506488B8BE30825DB33C29BE664DB4"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalStoryLifecycleShellTests.cs","Studio test","1","","","82737127A47A90B88EBFA521CD587899E7E7115221DC66B12E23A10B8CAC04C0"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalStoryResourceWindowAcceptanceTests.cs","Studio test","1","","","7BB34A58A7A2BC731BCD6EF6A1CC5EA7D5A202D741A9F2089085C8F3DBE9E6D1"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalStoryWorkspaceViewModelTests.cs","Studio test","1","","","13D046B1B4DE4096ABE820C8189C9D343F4F646DD2D29C92748736584421A85D"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalStoryWorkspaceViewTests.cs","Studio test","1","","","89BF4577AB62704D22475A3A690961456390343E831DBD553278531A8EE237D7"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/CanonicalTaskObjectiveInspectorTests.cs","Studio test","1","","","014814910ED2D0D2259C6B80F9D136C4F87C0A1288C2528888C0BF89B65ABF32"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/GateFWpfTests.cs","Studio test","1","","","8416948B32B602EC4CF57E9D11050851ADE382EDA137F1EB2F8B5975BF840E29"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/LargeGraphScaleTests.cs","Studio test","1","","","F5A24110B026911EEA73732958B34D35591858E815FF6980599904367544D0FC"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/M6FlowEditorViewModelTests.cs","Studio test","1","","","5C7030B59A6C24E346F399E5E2CE66D2C49C71FE318B3C1D302ED8AB8422B1EC"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/M7ProjectGraphViewModelTests.cs","Studio test","1","","","1D53E2546F9834959CF5D4FD1810CD20E20A1A7E0E0E636E7A4BCFA4FFA85659"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/NamespaceShellWorkflowTests.cs","Studio test","1","","","0907F085937B5AA18CFA3D300A7FA1C01430D7ABC6552EE1C7BDF87FFDACDDEA"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/ProblemsViewModelTests.cs","Studio test","1","","","FE01A5CFEEED1644F27FCEF5AB456547C9BA91AB9CC5DB3E9AB319516900925C"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/ShellViewModelTests.cs","Studio test","1","","","4C712CCB73702D204071B3F78A2E3F17D17712F097531DF6B5E938F17419BD22"
"studio/src/DarkGreyRPG.Studio.Wpf.Tests/StoryNavigationViewModelTests.cs","Studio test","1","","","F8D4004AC38FBBD836F84306DF0CD4E6D715F2B61936B4D3264D1BF03FFF0495"
"studio/src/DarkGreyRPG.Studio/MainWindow.xaml","Studio UI","1","","","4D60B94F9F06CAF1CAF7A8642920ABE2CBA5A8483EE72B31440698B236C42694"
"studio/src/DarkGreyRPG.Studio/ViewModels/Graph/CanonicalNodeInspectorViewModel.cs","Studio UI","1","","","2CA0F5B8AB44751DAFC925FF8BBDE95C58C56755FD72DACF50BF39586F78FDE2"
"studio/src/DarkGreyRPG.Studio/ViewModels/Graph/CanonicalNodeParameterSummary.cs","Studio UI","1","","","3BC2183D8A0DD53EBE066089FBCFA61F717DF2DD67B232A1BFAFB2288214F90A"
"studio/src/DarkGreyRPG.Studio/ViewModels/Graph/CanonicalStoryWorkspaceViewModel.cs","Studio UI","1","","","FF8A187ED0BDDAC7C46336C9F736EA6C2B7D49C7AA648238036CF16FCC053B12"
"studio/src/DarkGreyRPG.Studio/ViewModels/ProjectHomeViewModel.cs","Studio UI","1","","","B57043DB95FF1B56409A0FB2D32ECE9BBCA051B9E096CB8438B7B61243762883"
"studio/src/DarkGreyRPG.Studio/ViewModels/QuestEditorViewModel.cs","Studio UI","1","","","6EEAB9E092C31E965D6FC97400A257C898451C4A8D02294332814FD7238F4AA3"
"studio/src/DarkGreyRPG.Studio/ViewModels/ShellViewModel.cs","Studio UI","1","","","FE242FA24C66637E3A6E64EA3E4C30CA7425625EA3274CAB3D5881BDD0E06129"
"studio/src/DarkGreyRPG.Studio/ViewModels/StoryFlowEditorViewModel.cs","Studio UI","1","","","C595991BBBF5C122E6D26BBA09262CFCB80B4E521878FCDA4982E96BD919899E"
"studio/src/DarkGreyRPG.Studio/Views/ActorIdentityDialog.xaml","Studio UI","1","","","E28C2B7058FA9392621756F4506FFAED7313E92D15077E02013414E5DBD622E3"
"studio/src/DarkGreyRPG.Studio/Views/ActorResourcePickerDialog.xaml","Studio UI","1","","","40F00265F8D842BA6817F98DCBBD7B635B31A054EE97CC86199056575E848191"
"studio/src/DarkGreyRPG.Studio/Views/CanonicalItemPickerDialog.xaml","Studio UI","1","","","F861372D7E3B957328989BA5B4A3E457353BB1AD3E1CC7DBBDBBFA7218CC064A"
"studio/src/DarkGreyRPG.Studio/Views/CanonicalResourceIdentityDialog.xaml","Studio UI","1","","","92E698416B5A76BB0094B96FBBC31DF7C1D8C9E75455F039A53B54FBA05B672E"
"studio/src/DarkGreyRPG.Studio/Views/CanonicalResourcePickerDialog.xaml","Studio UI","1","","","0BA9855FD3C31E173E016A3F0777C40F59D9BA6E4B884CFAB0B48A6F1CFF0B17"
"studio/src/DarkGreyRPG.Studio/Views/DialogueEditorView.xaml","Studio UI","1","","","F31243D36AC222CE13000E76EEC2C80DC12585D0B379A6B0B37AA38BE6EF3404"
"studio/src/DarkGreyRPG.Studio/Views/DisplayNameDialog.xaml","Studio UI","1","","","89A2522EECB59A9EF912302AAF7428388D8AD5FB8433B5FCAA3E6DA6FFE7BBC0"
"studio/src/DarkGreyRPG.Studio/Views/Graph/CanonicalGraphEditorView.xaml","Studio UI","1","","","5BF667B84B94DFEDB80B40F48D40D7FE656E2626F62EAEA359EA79CD9E6D7A6F"
"studio/src/DarkGreyRPG.Studio/Views/Graph/CanonicalGraphNodeControl.xaml","Studio UI","1","","","F721A3A0479D20602EDF653BBE567A56638F57B7C480AD3147F29961ED5A204A"
"studio/src/DarkGreyRPG.Studio/Views/Graph/CanonicalInlineNodeEditorControl.xaml","Studio UI","1","","","007D4CBEAAA381131B6BDD0967072BA58B8A5FAF6C6B06773E6BCB5302930D8A"
"studio/src/DarkGreyRPG.Studio/Views/Graph/CanonicalStoryWorkspaceView.xaml","Studio UI","1","","","EF1A6E4C571A06A604137ACA15B585933D384DC0CFFBE6D960E762518EEBCEDE"
"studio/src/DarkGreyRPG.Studio/Views/OfflinePackageResourcePickerDialog.xaml","Studio UI","1","","","09CE7ACF13758996E2273D0AF63F435D6276F57A44FFC39E039F2A4F0101EC11"
"studio/src/DarkGreyRPG.Studio/Views/OfflineReadOnlyResourceDialog.xaml","Studio UI","1","","","2B9DC17BA8FFC8B8E660920FE143A035DEE98CB66F4205C6FE8B999ED1D2E62A"
"studio/src/DarkGreyRPG.Studio/Views/ProjectCreationDialog.xaml","Studio UI","1","","","9277508EAB671BB51310DC68959A6B6FE660AE28B2CFEF15B508C659D39D9088"
"studio/src/DarkGreyRPG.Studio/Views/ProjectGraphView.xaml","Studio UI","1","","","15D04BCB916F26D99FC1F31CDD854411C22DE95210F0E7CA22B842BD305F3482"
"studio/src/DarkGreyRPG.Studio/Views/QuestEditorView.xaml","Studio UI","1","","","3D476DAD44FAAAC699B807C9AB3515CC204AB1FB3EDB1CADB60AF999FEB24263"
"studio/src/DarkGreyRPG.Studio/Views/ResourceIdentityDialog.xaml","Studio UI","1","","","AC16E32EC09B24D55F56B69C9ED7F73C9B1A64BD7BFEB3740B17530D71A50FBF"
"studio/src/DarkGreyRPG.Studio/Views/ResourceIdInput.xaml","Studio UI","1","","","903DDA621D7A196A1C0FFF287F77C8B255C23A6EE3B35B29647E85F400F5D953"
"studio/src/DarkGreyRPG.Studio/Views/ResourcePickerDialog.xaml","Studio UI","1","","","A399EE62107A94721AC37BD87C87FA6B422AFE6733D430F9C014678DB779974E"
"studio/src/DarkGreyRPG.Studio/Views/StoryFlowNodeControl.xaml","Studio UI","1","","","3DD1B553CF57630FCC1481086DFCDF70562708926C4F024B6E4B657968DBF43C"
