"Source","Backup","SHA256","MatchesSource"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media\965df6d9ca8089c0d194457943893fb7e635c5a123e34e131f576dd656b2a573.ogg","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media\965df6d9ca8089c0d194457943893fb7e635c5a123e34e131f576dd656b2a573.ogg","965DF6D9CA8089C0D194457943893FB7E635C5A123E34E131F576DD656B2A573","True"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media\f04fccd5f7f7bb6639b094e2c5f035472dfa75790f528b233b97ecdc41f77297.jpg","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media\f04fccd5f7f7bb6639b094e2c5f035472dfa75790f528b233b97ecdc41f77297.jpg","F04FCCD5F7F7BB6639B094E2C5F035472DFA75790F528B233B97ECDC41F77297","True"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media_metadata\0429098572aecbbcde2c124c961752e620ea41cffbd3492df01dce17fac50058.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media_metadata\0429098572aecbbcde2c124c961752e620ea41cffbd3492df01dce17fac50058.json","48C944266F65AF9564B09D1A24B5123FB9AA449EF2DF60794BFA5944D4745F8E","True"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media_metadata\2118e40a9a6e8152816b0e4509494cf80d5d259ad408e6c533657468a9537ef2.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media_metadata\2118e40a9a6e8152816b0e4509494cf80d5d259ad408e6c533657468a9537ef2.json","6604FFA3EF723DC06DC66F91D0A5BDE34C0088BDBC315CBA6AD375CD7649F8A1","True"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media_metadata\965df6d9ca8089c0d194457943893fb7e635c5a123e34e131f576dd656b2a573.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media_metadata\965df6d9ca8089c0d194457943893fb7e635c5a123e34e131f576dd656b2a573.json","4CAA76E12D2B66D3E1CEE2183575375D8B6F6BE3E9E4055DD515F6C95C916987","True"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media_metadata\f04fccd5f7f7bb6639b094e2c5f035472dfa75790f528b233b97ecdc41f77297.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media_metadata\f04fccd5f7f7bb6639b094e2c5f035472dfa75790f528b233b97ecdc41f77297.json","019D151194D4AC982D9C8B689DDF3724030B0361266F37E324740799691FA53C","True"
"E:\Java\MinecraftMod\RPGProject\TestProject\resources\media_sources\93af776c08acaf78ed4c1f689140d33d9cb8ba2c92055efc7ecef7c1cf39e13b.mp3","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\01-TestProject\resources\media_sources\93af776c08acaf78ed4c1f689140d33d9cb8ba2c92055efc7ecef7c1cf39e13b.mp3","93AF776C08ACAF78ED4C1F689140D33D9CB8BA2C92055EFC7ECEF7C1CF39E13B","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\project.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\project.json","E6CB9BB7C2D9AC7A85AA5675ABBF05472907CDCF6A6EB23C88D43F016835D121","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\actors\x585f4d75\x546573744e706332.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\actors\x585f4d75\x546573744e706332.json","203200DE94DD6549C5F6425BFEBFB9B3FEE9E3CDC063168319B86FADA58691E2","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\resources\canonical\namespace_policy.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\resources\canonical\namespace_policy.json","4C7D0E279769265D3A9F1C39383965D4527A883ADC6BD6F73094F2B28ECE8A2C","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\resources\canonical\memberships\x585f4d75\x546573745374726f7932.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\resources\canonical\memberships\x585f4d75\x546573745374726f7932.json","13AE3E68208E4270B73EF6D46437AD1BD2700E0CA155C4281A7C21268B702ACE","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\resources\canonical\stories\x585f4d75\x546573745374726f7932.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\resources\canonical\stories\x585f4d75\x546573745374726f7932.json","6EA4756339E095C69A6C9B79B007284361AA20A051E10FC899FF63B10BE4A4C5","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\resources\editor\story-graph-layout.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\resources\editor\story-graph-layout.json","E29C778AA3049011F7D99619BBF89D6FBBE6F4AA9A3DFD9DCA298EAAD8B34362","True"
"E:\Java\MinecraftMod\RPGProject\TestProject_2\resources\editor\studio_layout.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\02-TestProject_2\resources\editor\studio_layout.json","A456C623EDF97401DB2CA9292A3992CFC0385EA5E025965E9760E50E89B3885E","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\darkgrey_rpg_project\project.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\03-darkgrey_rpg_project\project.json","31C22CD6D83E389BA19C384D841E66A9EABF2FA699F8C71C3CFE32A5AF743663","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\project.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\project.json","6B7A6809434BB8B085EFDF2DAC3A0E92752B9FDA5575718E49D8DCEE76507F00","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\actors\tavern_owner.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\actors\tavern_owner.json","98FCD879A3D4C704E8390A4C7FBFC3AB8B8F8A1B0BDE67A3E726B48AE04D16F7","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\dialogues\tavern_offer.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\dialogues\tavern_offer.json","5B8878B841E7B8C8A9A6CA49BB006BDB6198601EEA87B114C24BAC7C555AB40F","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\quests\kill_10_slimes.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\quests\kill_10_slimes.json","23FD10BF9EB8A0F21D0544732DDB318027F04E13BAC4220B54882DDD0CE30958","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\.gitkeep","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\.gitkeep","01BA4719C80B6FE911B091A7C05124B64EEECE964E09C058EF8F9805DACA546B","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\memberships\stage3_tavern.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\memberships\stage3_tavern.json","7DD6C6DDC52D55688690F4FD1591B9AB163A274B6FA311B89C0E10EC555FDE1E","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\memberships\stage5_bartender.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\memberships\stage5_bartender.json","712315E3308781184615395010134F53D58195641DAAC69F96FE78E92DEB3E14","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\sessions\stage3_tavern_session.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\sessions\stage3_tavern_session.json","E2C1415096C595F29E8ADCCAD1AC48FC322DBA9FE59889724FDE3099D8BAAA41","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\sessions\stage5_bartender_offer.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\sessions\stage5_bartender_offer.json","A5458B6CB5A73B37F2512A3C4C4CED07641B345B86C102F0A8167A9291FBC296","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\sessions\stage5_bartender_thanks.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\sessions\stage5_bartender_thanks.json","B9748A21B1B76FE982390196AD88AB2818BD7410D6BAA0D8BEA5EE84F7131176","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\stories\stage3_tavern.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\stories\stage3_tavern.json","7EE71B9603D4EE9217CAD3C608072456B0D6B18FC53B5507A7FF1ABC93F274C6","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\stories\stage5_bartender.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\stories\stage5_bartender.json","F35E015F406C8C382CEBC801A5245897473EF2BF34E8698807C0B3E2809A4B3A","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\tasks\stage4_iron_trial.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\tasks\stage4_iron_trial.json","424CE1D75BA23FA2BA900B8A05352DFD5BCB787161B0E314B1217A3801DFE741","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\resources\canonical\tasks\stage5_slime_task.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\resources\canonical\tasks\stage5_slime_task.json","DF0BED974E282AA64421E67618B4A8DD2D37B4B5F914301975D2BB37D654C053","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_project\stories\server_interaction.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\04-darkgrey_rpg_project\stories\server_interaction.json","409E08907B1D1F789ACF6466A60BC6F65657C1581233A2AD9590813A8AE928B0","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\darkgrey_rpg_story_packages\kill_slimes.dgrs","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\05-darkgrey_rpg_story_packages\kill_slimes.dgrs","2D18468E5ED257E0C711741BD1A7B6449AE7071FB4AC8A4F7DDB322DE6AC0D4F","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_story_packages\kingdom_route\manifest.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\06-darkgrey_rpg_story_packages\kingdom_route\manifest.json","C102B6D90230E5110CD3112DE04F22E4396103FE7000783F00EDCB0A839B23ED","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_story_packages\kingdom_route\project.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\06-darkgrey_rpg_story_packages\kingdom_route\project.json","E187FA6A9BCAB3EF9F5E0F7D25E749312A15B94707769779A0ECD80679F5DA05","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_story_packages\kingdom_route\actors\detective.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\06-darkgrey_rpg_story_packages\kingdom_route\actors\detective.json","D04645677FDC3FC707F7CE32075E8FB40044356D040AA74DB51D261405D232A3","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_story_packages\kingdom_route\resources\canonical\memberships\kingdom_route.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\06-darkgrey_rpg_story_packages\kingdom_route\resources\canonical\memberships\kingdom_route.json","F4180523E3AD6ABD90B68A667E8C025C58278CFF3E5ADCB413B35B2A290A0DA5","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_story_packages\kingdom_route\resources\canonical\stories\kingdom_route.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\06-darkgrey_rpg_story_packages\kingdom_route\resources\canonical\stories\kingdom_route.json","84552EA2035D7B3328B928CD4794EC1804E61F87BF94AB76BA3E8166CCC467C3","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\server\darkgrey_rpg_story_packages\kingdom_route\stories\kingdom_route.json","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\06-darkgrey_rpg_story_packages\kingdom_route\stories\kingdom_route.json","53FF9451351FBB31C7AB083164E330CA0774D46A70255BC55C0D375C51860344","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界-20260904-044039.zip","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界-20260904-044039.zip","9B0F503CC1E489CB49FC1849CB1C8E93C9A4BCEFC3A848E9644AF9B52ADFC51E","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\client.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\client.dat","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\global\bookmarks.ini","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\global\bookmarks.ini","6B18D844DF26FE03F778FFEF13120951F69011D70704F856B608A0A70CF1E729","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\global\favorites.ini","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\global\favorites.ini","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\local\新的世界\NEI.cfg","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\local\新的世界\NEI.cfg","ED67002CBEBD08E24C20BD1A844025DBEB2C459E88C9B63F95FE88B142B0493D","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\local\新的世界\NEI.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\local\新的世界\NEI.dat","9AF284EDF1EB49EE47A8B4851A521F72BF67C8A827D6BBD32C8E4D22CB89A9BC","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\remote\127.0.0.1~25565\NEI.cfg","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\remote\127.0.0.1~25565\NEI.cfg","E8970B68B1DD958C274406290C92FB6B2CB5324C46518C58C8498B5411D35A59","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\NEI\remote\127.0.0.1~25565\NEI.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\NEI\remote\127.0.0.1~25565\NEI.dat","9AF284EDF1EB49EE47A8B4851A521F72BF67C8A827D6BBD32C8E4D22CB89A9BC","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\forcedchunks.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\forcedchunks.dat","8A1FF1D28CC89BEFE2B93AEC31A800604D46B8E653E6A106D409A240CDA20738","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\level.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\level.dat","5B369D4463ACCCB2D70AE311BE16FE0756C952C74CAE35793592730A9E4BF950","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\level.dat_mcr","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\level.dat_mcr","F6DF560A1A1DDB5C7D84D78BD72BAF23D442FAD4966EA55716D4681D83C3E393","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\level.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\level.dat_old","9139EC35B1A22BA262404B4B281AD9365C7EE76C303E75F9D8469D5135713C13","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\session.lock","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\session.lock","D92BA6D41FB045A5835C1B366A0E9D95A0FCC746216A88A2E54066E569C418D6","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\animations.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\animations.dat","358772BEA8F1322E111E2C72D59E35086EF0B16ED1BB66E6740C9CBFA7DCAA92","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\animations.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\animations.dat_old","358772BEA8F1322E111E2C72D59E35086EF0B16ED1BB66E6740C9CBFA7DCAA92","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\customeffects.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\customeffects.dat","F7455AA6D6935A0F7142BF550DBFA97641B550249A10FE5BD4546748804776E2","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\customeffects.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\customeffects.dat_old","F7455AA6D6935A0F7142BF550DBFA97641B550249A10FE5BD4546748804776E2","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\global.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\global.dat","2903950A2F0C53A49084569833CC54966FDA9662D326C32C0C600D97BCE06F4D","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\global.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\global.dat_old","2903950A2F0C53A49084569833CC54966FDA9662D326C32C0C600D97BCE06F4D","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\linkeditems.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\linkeditems.dat","D2BD516D320F5FF11A0EFAC30368813B976A2468310BD76B2ED9DC94BF7CE696","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\linkeditems.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\linkeditems.dat_old","D2BD516D320F5FF11A0EFAC30368813B976A2468310BD76B2ED9DC94BF7CE696","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\magic.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\magic.dat","EB171DFCF45C2105ECD4E1ED24F415199448AE1DCC4C80C10A42E0FDA2B7E4A2","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\magic.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\magic.dat_old","EB171DFCF45C2105ECD4E1ED24F415199448AE1DCC4C80C10A42E0FDA2B7E4A2","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\playerdatamap.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\playerdatamap.dat","8E9037D1682AEED56959EEFBA267377F44B110E3E148105DA17CCD2491529AEB","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\playerdatamap.dat_old","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\playerdatamap.dat_old","8E9037D1682AEED56959EEFBA267377F44B110E3E148105DA17CCD2491529AEB","True"
"E:\Java\MinecraftMod\DarkGrey_RPG\run\client\saves\新的世界\customnpcs\recipes.dat","E:\Java\MinecraftMod\DarkGrey_RPG\.tooling\0.3.3.1\backups\07-saves\新的世界\customnpcs\recipes.dat","D68C54191062924C232E7F1454933E7E6E3864F76E57F5EC260668F9D0C5BA83","True"
